date,country,campaign_name,adset_name,cost,impressions,clicks 
2018-08-01,COUNTRY 1,CAMPAIGN 1,Adset 6,0.38,707,3
2018-01-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.25,29,
2017-12-18,COUNTRY 1,CAMPAIGN 1,Adset 1,2.25,2147,4
2018-01-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0,25,
2018-06-16,COUNTRY 1,CAMPAIGN 1,Adset 6,0.79,2535,
2017-12-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.22,103,
2017-12-23,COUNTRY 3,CAMPAIGN 3,Adset 3,19.41,69366,988
2018-01-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0,13,
2018-03-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0,6,
2018-05-27,COUNTRY 1,CAMPAIGN 1,Adset 6,5.92,6396,18
2017-12-29,COUNTRY 4,CAMPAIGN 4,Adset 6,0.09,29,
2018-04-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,16,
2018-01-11,COUNTRY 4,CAMPAIGN 4,Adset 4,1.89,394,
2018-03-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.5,176,
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,22,
2018-08-03,COUNTRY 2,CAMPAIGN 2,Adset 2,0.45,301,
2018-07-08,COUNTRY 1,CAMPAIGN 1,Adset 1,3.43,7341,85
2018-06-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.49,201,
2018-03-30,COUNTRY 3,CAMPAIGN 3,Adset 3,0.12,71,1
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.28,242,
2018-05-15,COUNTRY 1,CAMPAIGN 1,Adset 6,1.31,1592,6
2018-04-16,COUNTRY 3,CAMPAIGN 3,Adset 3,69.73,30115,92
2018-06-16,COUNTRY 1,CAMPAIGN 1,Adset 1,1.5,1184,5
2018-08-16,COUNTRY 1,CAMPAIGN 1,Adset 6,3.74,5102,
2018-06-06,COUNTRY 3,CAMPAIGN 3,Adset 3,2.83,1134,1
2018-08-26,COUNTRY 2,CAMPAIGN 2,Adset 2,2.44,1030,10
2018-07-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,61,
2018-03-17,COUNTRY 3,CAMPAIGN 3,Adset 3,0.55,240,2
2017-12-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,60,
2018-08-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,36,
2018-09-11,COUNTRY 2,CAMPAIGN 2,Adset 2,8.37,6479,60
2018-09-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.02,52,
2018-05-03,COUNTRY 1,CAMPAIGN 1,Adset 6,26.9,9828,44
2017-12-07,COUNTRY 1,CAMPAIGN 1,Adset 1,40.88,19087,206
2018-06-04,COUNTRY 2,CAMPAIGN 2,Adset 2,3.27,1206,10
2018-08-02,COUNTRY 1,CAMPAIGN 1,Adset 1,20.24,50222,10
2018-04-16,COUNTRY 1,CAMPAIGN 1,Adset 6,31.34,31070,215
2018-02-15,COUNTRY 2,CAMPAIGN 2,Adset 2,1.15,249,
2018-07-28,COUNTRY 1,CAMPAIGN 1,Adset 1,1.1,833,1
2018-03-21,COUNTRY 2,CAMPAIGN 2,Adset 2,0.02,26,
2018-05-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.13,56,
2018-02-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,37,1
2017-12-23,COUNTRY 4,CAMPAIGN 4,Adset 6,0.01,1,
2018-01-16,COUNTRY 1,CAMPAIGN 1,Adset 6,5.17,1792,7
2018-02-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,14,
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 6,0.44,22,
2017-12-03,COUNTRY 6,CAMPAIGN 6,Adset 6,0.34,263,1
2018-01-07,COUNTRY 6,CAMPAIGN 6,Adset 6,46.82,19842,1
2018-05-29,COUNTRY 3,CAMPAIGN 3,Adset 3,11.92,3514,23
2018-07-30,COUNTRY 2,CAMPAIGN 2,Adset 2,1.84,1167,
2018-06-13,COUNTRY 2,CAMPAIGN 2,Adset 2,1.16,396,2
2018-04-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,7,
2018-05-13,COUNTRY 3,CAMPAIGN 3,Adset 3,266.47,122901,840
2018-02-04,COUNTRY 1,CAMPAIGN 1,Adset 1,0.43,1215,8
2018-01-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,2,
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,79,
2018-01-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.29,898,10
2018-06-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.37,157,
2018-05-21,COUNTRY 2,CAMPAIGN 2,Adset 2,2.76,878,2
2018-05-22,COUNTRY 3,CAMPAIGN 3,Adset 3,39.19,23620,263
2018-01-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.77,436,1
2018-03-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0,15,
2018-05-29,COUNTRY 3,CAMPAIGN 3,Adset 3,0.58,810,5
2018-09-02,COUNTRY 4,CAMPAIGN 4,Adset 4,7.06,2832,27
2018-04-28,COUNTRY 2,CAMPAIGN 2,Adset 2,2.67,942,4
2018-02-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.18,45,
2018-01-09,COUNTRY 4,CAMPAIGN 4,Adset 6,0,6,
2018-07-12,COUNTRY 1,CAMPAIGN 1,Adset 1,1.95,2855,16
2018-07-11,COUNTRY 2,CAMPAIGN 2,Adset 2,2.31,1815,6
2018-06-06,COUNTRY 1,CAMPAIGN 1,Adset 6,0.76,757,2
2018-07-25,COUNTRY 4,CAMPAIGN 4,Adset 4,6.46,1240,6
2018-08-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,13,
2018-01-11,COUNTRY 1,CAMPAIGN 1,Adset 1,4.03,1827,25
2018-07-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.25,85,
2018-04-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.58,82,
2017-12-15,COUNTRY 1,CAMPAIGN 1,Adset 6,2.51,606,
2018-07-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,23,
2018-08-01,COUNTRY 6,CAMPAIGN 6,Adset 6,9.08,9709,23
2018-07-15,COUNTRY 1,CAMPAIGN 1,Adset 1,4.19,3982,52
2018-06-14,COUNTRY 1,CAMPAIGN 1,Adset 6,0.55,261,1
2018-06-26,COUNTRY 3,CAMPAIGN 3,Adset 3,3.12,3242,38
2018-02-21,COUNTRY 2,CAMPAIGN 2,Adset 2,0.41,115,
2018-08-15,COUNTRY 2,CAMPAIGN 2,Adset 2,1.1,1547,4
2017-12-21,COUNTRY 1,CAMPAIGN 1,Adset 1,9.83,9682,59
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 1,7.36,9468,49
2018-04-13,COUNTRY 6,CAMPAIGN 6,Adset 6,2.78,2549,26
2018-09-04,COUNTRY 1,CAMPAIGN 1,Adset 1,6.1,4500,24
2018-01-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,151,1
2018-05-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0.37,225,2
2018-03-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.1,45,
2018-07-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,15,
2018-01-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,27,1
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 6,1.62,980,4
2018-07-29,COUNTRY 1,CAMPAIGN 1,Adset 6,10.14,6131,
2018-07-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.29,154,
2018-06-22,COUNTRY 2,CAMPAIGN 2,Adset 2,0.73,434,
2018-08-25,COUNTRY 1,CAMPAIGN 1,Adset 6,16.1,4525,21
2018-08-13,COUNTRY 6,CAMPAIGN 6,Adset 6,13.74,25347,110
2018-05-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.15,86,2
2018-07-02,COUNTRY 1,CAMPAIGN 1,Adset 6,4.39,9929,27
2018-04-02,COUNTRY 1,CAMPAIGN 1,Adset 6,5.69,70388,7
2018-06-16,COUNTRY 2,CAMPAIGN 2,Adset 2,5.34,1674,5
2018-04-29,COUNTRY 3,CAMPAIGN 3,Adset 3,12.81,3575,25
2018-09-11,COUNTRY 3,CAMPAIGN 3,Adset 3,22.14,69107,49
2018-01-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.75,542,3
2018-08-09,COUNTRY 1,CAMPAIGN 1,Adset 6,2.97,1226,8
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,16,
2018-08-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,42,
2018-03-31,COUNTRY 6,CAMPAIGN 6,Adset 6,20.42,10472,28
2018-05-13,COUNTRY 1,CAMPAIGN 1,Adset 1,0.95,7761,59
2018-05-15,COUNTRY 1,CAMPAIGN 1,Adset 1,0.05,250,2
2018-07-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.27,73,
2018-09-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-06-17,COUNTRY 2,CAMPAIGN 2,Adset 2,1.72,703,3
2018-06-06,COUNTRY 3,CAMPAIGN 3,Adset 3,43.93,14829,39
2018-07-19,COUNTRY 1,CAMPAIGN 1,Adset 1,0.11,108,
2018-07-28,COUNTRY 1,CAMPAIGN 1,Adset 6,2.66,3303,
2018-03-06,COUNTRY 2,CAMPAIGN 2,Adset 2,1.03,238,
2018-08-19,COUNTRY 1,CAMPAIGN 1,Adset 6,0.52,694,6
2018-07-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.56,172,
2018-05-25,COUNTRY 4,CAMPAIGN 4,Adset 4,3.38,389,1
2018-07-18,COUNTRY 4,CAMPAIGN 4,Adset 4,7.51,1250,9
2018-06-28,COUNTRY 2,CAMPAIGN 2,Adset 2,10.27,4388,20
2018-01-26,COUNTRY 3,CAMPAIGN 3,Adset 3,1.99,1686,
2018-09-01,COUNTRY 4,CAMPAIGN 4,Adset 4,15.71,3421,10
2018-06-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.76,570,4
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.25,85,
2018-06-09,COUNTRY 4,CAMPAIGN 4,Adset 4,17.16,3548,8
2018-07-30,COUNTRY 3,CAMPAIGN 3,Adset 3,10.39,14655,54
2017-12-16,COUNTRY 3,CAMPAIGN 3,Adset 3,1.06,439,2
2018-03-21,COUNTRY 1,CAMPAIGN 1,Adset 6,1.45,1478,
2018-04-02,COUNTRY 1,CAMPAIGN 1,Adset 1,0.01,40,4
2018-03-08,COUNTRY 1,CAMPAIGN 1,Adset 6,8.6,16625,22
2018-01-04,COUNTRY 1,CAMPAIGN 1,Adset 1,0.6,305,2
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,11,
2018-07-01,COUNTRY 3,CAMPAIGN 3,Adset 3,2.11,1797,3
2018-05-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.31,73,1
2018-06-20,COUNTRY 2,CAMPAIGN 2,Adset 2,3.07,1370,8
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.1,113,
2018-07-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,43,
2018-06-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.55,659,5
2018-08-03,COUNTRY 1,CAMPAIGN 1,Adset 6,15.69,6028,27
2017-12-22,COUNTRY 1,CAMPAIGN 1,Adset 1,0.12,33,
2018-07-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,32,1
2018-07-09,COUNTRY 3,CAMPAIGN 3,Adset 3,5.97,5875,14
2018-03-30,COUNTRY 1,CAMPAIGN 1,Adset 1,0.36,483,1
2018-05-12,COUNTRY 1,CAMPAIGN 1,Adset 1,49.15,101477,771
2018-07-15,COUNTRY 6,CAMPAIGN 6,Adset 6,75.85,88868,
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,5.98,11101,54
2018-03-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0,13,
2018-06-21,COUNTRY 6,CAMPAIGN 6,Adset 6,15.03,14917,73
2018-08-31,COUNTRY 2,CAMPAIGN 2,Adset 2,10.24,2880,13
2018-04-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,48,
2018-06-17,COUNTRY 2,CAMPAIGN 2,Adset 2,2.16,900,4
2018-07-01,COUNTRY 3,CAMPAIGN 3,Adset 3,2.12,2774,26
2018-07-18,COUNTRY 6,CAMPAIGN 6,Adset 6,39.77,17821,27
2018-09-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.38,316,1
2018-04-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,18,
2018-05-25,COUNTRY 6,CAMPAIGN 6,Adset 6,36.28,67102,87
2018-07-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.13,113,1
2018-03-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.72,276,4
2018-03-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.3,45,
2018-07-20,COUNTRY 2,CAMPAIGN 2,Adset 2,3.04,1373,10
2018-07-22,COUNTRY 3,CAMPAIGN 3,Adset 3,44.53,45017,301
2018-07-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0,4,
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,23,
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,1.31,731,11
2018-08-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.46,922,1
2018-05-08,COUNTRY 3,CAMPAIGN 3,Adset 3,23.09,28819,21
2018-04-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,60,
2018-04-16,COUNTRY 1,CAMPAIGN 1,Adset 6,11.22,5293,49
2018-08-02,COUNTRY 1,CAMPAIGN 1,Adset 1,4.65,5198,20
2018-02-13,COUNTRY 1,CAMPAIGN 1,Adset 1,8.82,40076,14
2018-02-12,COUNTRY 1,CAMPAIGN 1,Adset 6,1.29,654,2
2018-08-31,COUNTRY 1,CAMPAIGN 1,Adset 6,3.69,1201,
2018-05-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.81,367,7
2018-03-19,COUNTRY 1,CAMPAIGN 1,Adset 6,38.47,21206,6
2018-08-03,COUNTRY 1,CAMPAIGN 1,Adset 6,9.13,17761,27
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,13,
2018-03-09,COUNTRY 2,CAMPAIGN 2,Adset 2,3.07,897,7
2018-03-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,18,
2018-06-11,COUNTRY 2,CAMPAIGN 2,Adset 2,1.35,466,1
2018-07-30,COUNTRY 1,CAMPAIGN 1,Adset 6,1.95,1920,10
2018-03-03,COUNTRY 4,CAMPAIGN 4,Adset 4,4.69,1549,6
2018-06-01,COUNTRY 3,CAMPAIGN 3,Adset 3,79.81,27108,195
2017-12-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,104,
2018-02-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.37,285,1
2018-01-28,COUNTRY 1,CAMPAIGN 1,Adset 1,162.41,204165,1197
2018-03-23,COUNTRY 2,CAMPAIGN 2,Adset 2,0.14,77,2
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,3,
2018-09-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0.98,443,
2018-05-10,COUNTRY 1,CAMPAIGN 1,Adset 6,1.21,426,1
2018-09-09,COUNTRY 2,CAMPAIGN 2,Adset 2,1.5,1087,23
2018-06-08,COUNTRY 2,CAMPAIGN 2,Adset 2,3.23,1292,10
2018-07-17,COUNTRY 1,CAMPAIGN 1,Adset 1,0.31,426,2
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 6,0.29,294,
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,4.59,2497,5
2018-09-07,COUNTRY 1,CAMPAIGN 1,Adset 6,2.98,3879,8
2018-08-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.41,1291,5
2018-09-06,COUNTRY 2,CAMPAIGN 2,Adset 2,5.07,1189,7
2018-06-05,COUNTRY 2,CAMPAIGN 2,Adset 2,0.46,197,3
2018-08-21,COUNTRY 2,CAMPAIGN 2,Adset 2,5.96,2354,7
2018-06-22,COUNTRY 2,CAMPAIGN 2,Adset 2,1.83,1416,11
2018-01-08,COUNTRY 2,CAMPAIGN 2,Adset 2,7.2,1452,28
2018-07-01,COUNTRY 4,CAMPAIGN 4,Adset 4,0.31,126,
2018-05-10,COUNTRY 6,CAMPAIGN 6,Adset 6,82.53,23064,66
2018-06-12,COUNTRY 4,CAMPAIGN 4,Adset 4,3.49,1178,10
2018-01-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0,22,
2018-05-27,COUNTRY 6,CAMPAIGN 6,Adset 6,31.52,18851,
2018-02-26,COUNTRY 1,CAMPAIGN 1,Adset 6,0.16,75,1
2018-04-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,48,
2018-01-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,15,
2018-09-13,COUNTRY 6,CAMPAIGN 6,Adset 6,32.64,3798,
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,79,
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,34,
2018-09-06,COUNTRY 2,CAMPAIGN 2,Adset 2,1.8,839,1
2018-05-15,COUNTRY 1,CAMPAIGN 1,Adset 6,2.75,3670,25
2018-04-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0,23,
2018-01-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,27,
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0,21,
2018-08-02,COUNTRY 4,CAMPAIGN 4,Adset 4,2.46,517,
2018-03-18,COUNTRY 4,CAMPAIGN 4,Adset 4,8.81,2357,4
2018-03-24,COUNTRY 1,CAMPAIGN 1,Adset 1,0.16,274,1
2018-05-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0.71,525,2
2018-08-07,COUNTRY 2,CAMPAIGN 2,Adset 2,2.2,1087,1
2018-04-29,COUNTRY 1,CAMPAIGN 1,Adset 6,1.34,787,14
2018-09-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.41,489,8
2018-07-18,COUNTRY 4,CAMPAIGN 4,Adset 4,22.78,5224,14
2018-03-25,COUNTRY 1,CAMPAIGN 1,Adset 6,1.45,752,9
2017-12-05,COUNTRY 6,CAMPAIGN 6,Adset 6,0.21,30,
2018-07-24,COUNTRY 1,CAMPAIGN 1,Adset 6,1.35,1588,13
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 6,1.49,874,3
2018-09-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.01,18,
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.42,133,
2018-05-23,COUNTRY 2,CAMPAIGN 2,Adset 2,0.38,153,1
2018-01-30,COUNTRY 3,CAMPAIGN 3,Adset 3,0.51,143,
2018-03-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.32,146,2
2018-07-10,COUNTRY 1,CAMPAIGN 1,Adset 6,3,3164,
2018-08-27,COUNTRY 1,CAMPAIGN 1,Adset 6,3.21,3430,
2018-06-27,COUNTRY 3,CAMPAIGN 3,Adset 3,10.02,4600,47
2018-08-05,COUNTRY 2,CAMPAIGN 2,Adset 2,4.1,3578,37
2017-12-09,COUNTRY 1,CAMPAIGN 1,Adset 6,4.71,1086,
2017-12-16,COUNTRY 1,CAMPAIGN 1,Adset 1,0.25,442,1
2018-05-10,COUNTRY 1,CAMPAIGN 1,Adset 1,0.83,1213,18
2018-08-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.32,227,2
2017-12-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.49,136,
2018-01-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.24,70,4
2018-09-15,COUNTRY 2,CAMPAIGN 2,Adset 2,11.31,4477,17
2018-01-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,12,
2018-07-22,COUNTRY 2,CAMPAIGN 2,Adset 2,4.47,2594,7
2018-07-11,COUNTRY 1,CAMPAIGN 1,Adset 1,1.42,3508,34
2018-03-10,COUNTRY 1,CAMPAIGN 1,Adset 6,20.95,19434,
2018-07-15,COUNTRY 4,CAMPAIGN 4,Adset 4,3.89,917,4
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0.15,77,1
2018-08-12,COUNTRY 4,CAMPAIGN 4,Adset 4,12.12,4154,5
2018-08-05,COUNTRY 4,CAMPAIGN 4,Adset 4,1.1,502,3
2018-01-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0,12,
2018-04-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.98,314,6
2018-02-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,56,
2018-06-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.38,253,2
2018-07-31,COUNTRY 1,CAMPAIGN 1,Adset 6,1.23,1343,
2018-07-31,COUNTRY 3,CAMPAIGN 3,Adset 3,5.89,7411,26
2018-06-09,COUNTRY 1,CAMPAIGN 1,Adset 1,1.63,4694,35
2018-04-09,COUNTRY 3,CAMPAIGN 3,Adset 3,95.65,116581,222
2018-03-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.19,48,
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.38,318,4
2017-12-28,COUNTRY 4,CAMPAIGN 4,Adset 6,0.02,5,
2018-07-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.34,201,
2018-06-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.19,178,2
2018-03-03,COUNTRY 1,CAMPAIGN 1,Adset 6,7.5,2551,7
2017-12-26,COUNTRY 3,CAMPAIGN 3,Adset 3,0.06,113,
2017-12-22,COUNTRY 1,CAMPAIGN 1,Adset 1,1.49,663,3
2018-01-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.38,174,1
2018-04-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,42,
2018-06-21,COUNTRY 2,CAMPAIGN 2,Adset 2,1.87,597,1
2018-05-26,COUNTRY 1,CAMPAIGN 1,Adset 1,6.81,6596,34
2018-08-25,COUNTRY 2,CAMPAIGN 2,Adset 2,0.79,540,1
2018-05-25,COUNTRY 1,CAMPAIGN 1,Adset 6,8.34,13527,20
2018-05-23,COUNTRY 2,CAMPAIGN 2,Adset 2,2.87,1172,1
2018-01-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0.22,126,
2018-08-01,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,49,
2018-06-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.52,195,
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,3.03,907,8
2018-05-09,COUNTRY 2,CAMPAIGN 2,Adset 2,1.52,510,1
2018-07-30,COUNTRY 2,CAMPAIGN 2,Adset 2,0.36,138,
2018-07-26,COUNTRY 1,CAMPAIGN 1,Adset 6,22.04,26354,124
2018-03-25,COUNTRY 2,CAMPAIGN 2,Adset 2,0.12,76,1
2017-12-20,COUNTRY 1,CAMPAIGN 1,Adset 1,1.25,1170,4
2018-06-01,COUNTRY 2,CAMPAIGN 2,Adset 2,0.46,284,2
2018-01-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.18,124,2
2018-06-21,COUNTRY 1,CAMPAIGN 1,Adset 6,0.55,294,1
2018-05-27,COUNTRY 3,CAMPAIGN 3,Adset 3,64.62,80696,72
2018-04-28,COUNTRY 1,CAMPAIGN 1,Adset 6,1.5,505,
2018-04-19,COUNTRY 4,CAMPAIGN 4,Adset 4,1.13,1078,1
2017-12-18,COUNTRY 1,CAMPAIGN 1,Adset 1,0.97,589,1
2018-05-24,COUNTRY 1,CAMPAIGN 1,Adset 1,49.04,27735,69
2018-03-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,18,
2018-01-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,7,
2018-04-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.44,96,1
2018-06-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.51,411,2
2018-03-19,COUNTRY 1,CAMPAIGN 1,Adset 1,4.15,1462,7
2018-03-22,COUNTRY 4,CAMPAIGN 4,Adset 4,3.85,537,1
2018-09-07,COUNTRY 2,CAMPAIGN 2,Adset 2,7.02,1439,10
2018-09-04,COUNTRY 3,CAMPAIGN 3,Adset 3,12.46,6315,41
2018-07-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.75,352,1
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.21,119,3
2018-04-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-06-15,COUNTRY 1,CAMPAIGN 1,Adset 6,4.61,6980,9
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,15,
2018-06-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.24,113,1
2018-04-20,COUNTRY 6,CAMPAIGN 6,Adset 6,3.09,2944,2
2018-06-21,COUNTRY 6,CAMPAIGN 6,Adset 6,19.57,10138,1
2018-09-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.64,626,10
2018-01-19,COUNTRY 3,CAMPAIGN 3,Adset 3,0,5,
2018-03-30,COUNTRY 1,CAMPAIGN 1,Adset 1,4.2,19366,17
2018-07-17,COUNTRY 6,CAMPAIGN 6,Adset 6,32.21,66906,38
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 1,70.27,63335,279
2018-04-26,COUNTRY 1,CAMPAIGN 1,Adset 6,1.16,429,
2018-07-12,COUNTRY 1,CAMPAIGN 1,Adset 6,0.09,144,
2018-08-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.48,277,2
2018-03-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.18,99,1
2018-01-28,COUNTRY 1,CAMPAIGN 1,Adset 1,24.97,81171,
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 1,12.85,9266,27
2018-07-15,COUNTRY 1,CAMPAIGN 1,Adset 1,0.86,888,3
2018-01-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.16,61,
2018-07-30,COUNTRY 1,CAMPAIGN 1,Adset 1,1.98,6361,80
2018-08-14,COUNTRY 1,CAMPAIGN 1,Adset 6,12.55,16260,
2018-07-16,COUNTRY 2,CAMPAIGN 2,Adset 2,3.33,1854,7
2018-05-09,COUNTRY 3,CAMPAIGN 3,Adset 3,10.39,3267,23
2017-12-15,COUNTRY 3,CAMPAIGN 3,Adset 3,0.14,93,
2018-09-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.8,376,
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,17.47,1932,21
2018-06-17,COUNTRY 6,CAMPAIGN 6,Adset 6,22.42,14408,
2018-08-01,COUNTRY 2,CAMPAIGN 2,Adset 2,4.88,4973,48
2018-05-19,COUNTRY 1,CAMPAIGN 1,Adset 1,3.13,7808,46
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0,3,
2018-07-27,COUNTRY 1,CAMPAIGN 1,Adset 1,0.45,465,
2018-05-06,COUNTRY 2,CAMPAIGN 2,Adset 2,6.44,2038,13
2018-06-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0,4,
2018-01-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,3,
2018-07-20,COUNTRY 1,CAMPAIGN 1,Adset 6,11.95,5227,17
